framework,framework_version,requirement_area,control_reference,capability,datamodel,governance_relevance,mapping_confidence,retention_importance,raw_retention_recommendation,searchable_retention_recommendation,edge_processing_recommendation,tiering_recommendation,source_terms,mapping_rationale,source_url,mapping_method,review_status,notes,updated_at
NIS2,Directive (EU) 2022/2555,Art 21(2)(f) - Effectiveness Assessment,Art 21(2)(f),Vulnerability Management,Vulnerabilities,Medium-High,High,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"vulnerability, patching, remediation, updates, weaknesses",Vulnerability discovery and remediation evidence aligns to Vulnerabilities and Updates.,https://eur-lex.europa.eu/eli/dir/2022/2555/oj/eng,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Vulnerability Management: Vulnerability discovery and remediation evidence aligns to Vulnerabilities and Updates.,2026-06-11T15:26:33Z
NIS2,Directive (EU) 2022/2555,Art 21(2)(g) - Cyber Hygiene and Training,Art 21(2)(g),Authentication Monitoring,Authentication,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"authentication, logon, login, credentials, MFA, session, access attempt",Access monitoring and authentication evidence aligns directly to Authentication events.,https://eur-lex.europa.eu/eli/dir/2022/2555/oj/eng,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Authentication Monitoring: Access monitoring and authentication evidence aligns directly to Authentication events.,2026-06-11T15:26:33Z
NIS2,Directive (EU) 2022/2555,Art 21(2)(g) - Cyber Hygiene and Training,Art 21(2)(g),Endpoint Monitoring,Compute_Inventory,Medium-High,Medium,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"endpoint, system, host, device, process, workload, inventory","Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",https://eur-lex.europa.eu/eli/dir/2022/2555/oj/eng,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Endpoint Monitoring: Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",2026-06-11T15:26:33Z
NIS2,Directive (EU) 2022/2555,Art 21(2)(g) - Cyber Hygiene and Training,Art 21(2)(g),Endpoint Monitoring,Endpoint,Medium-High,High,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"endpoint, system, host, device, process, workload, inventory","Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",https://eur-lex.europa.eu/eli/dir/2022/2555/oj/eng,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Endpoint Monitoring: Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",2026-06-11T15:26:33Z
NIS2,Directive (EU) 2022/2555,Art 21(2)(h) - Cryptography and Encryption,Art 21(2)(h),Certificate and Crypto Monitoring,Certificates,Medium-High,High,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"certificate, cryptography, encryption, key management, TLS",Certificate and cryptographic lifecycle telemetry aligns to Certificates.,https://eur-lex.europa.eu/eli/dir/2022/2555/oj/eng,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Certificate and Crypto Monitoring: Certificate and cryptographic lifecycle telemetry aligns to Certificates.,2026-06-11T15:26:33Z
NIS2,Directive (EU) 2022/2555,Art 21(2)(h) - Cryptography and Encryption,Art 21(2)(h),Data Access Monitoring,DLP,High,Medium,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"data access, sensitive data, cardholder data, personal data, confidentiality, exfiltration",Controls requiring visibility of sensitive data access or loss prevention align to Data_Access and DLP.,https://eur-lex.europa.eu/eli/dir/2022/2555/oj/eng,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Data Access Monitoring: Controls requiring visibility of sensitive data access or loss prevention align to Data_Access and DLP.,2026-06-11T15:26:33Z
NIS2,Directive (EU) 2022/2555,Art 21(2)(h) - Cryptography and Encryption,Art 21(2)(h),Data Access Monitoring,Data_Access,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"data access, sensitive data, cardholder data, personal data, confidentiality, exfiltration",Controls requiring visibility of sensitive data access or loss prevention align to Data_Access and DLP.,https://eur-lex.europa.eu/eli/dir/2022/2555/oj/eng,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Data Access Monitoring: Controls requiring visibility of sensitive data access or loss prevention align to Data_Access and DLP.,2026-06-11T15:26:33Z
NIS2,Directive (EU) 2022/2555,Art 21(2)(i) - HR Security Access Control and Asset Management,Art 21(2)(i),Authentication Monitoring,Authentication,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"authentication, logon, login, credentials, MFA, session, access attempt",Access monitoring and authentication evidence aligns directly to Authentication events.,https://eur-lex.europa.eu/eli/dir/2022/2555/oj/eng,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Authentication Monitoring: Access monitoring and authentication evidence aligns directly to Authentication events.,2026-06-11T15:26:33Z
NIS2,Directive (EU) 2022/2555,Art 21(2)(i) - HR Security Access Control and Asset Management,Art 21(2)(i),Endpoint Monitoring,Compute_Inventory,Medium-High,Medium,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"endpoint, system, host, device, process, workload, inventory","Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",https://eur-lex.europa.eu/eli/dir/2022/2555/oj/eng,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Endpoint Monitoring: Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",2026-06-11T15:26:33Z
NIS2,Directive (EU) 2022/2555,Art 21(2)(i) - HR Security Access Control and Asset Management,Art 21(2)(i),Endpoint Monitoring,Endpoint,Medium-High,High,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"endpoint, system, host, device, process, workload, inventory","Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",https://eur-lex.europa.eu/eli/dir/2022/2555/oj/eng,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Endpoint Monitoring: Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",2026-06-11T15:26:33Z
NIS2,Directive (EU) 2022/2555,Art 21(2)(i) - HR Security Access Control and Asset Management,Art 21(2)(i),Privileged Access Monitoring,Authentication,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"privileged access, administrator, remote access, account activity, access rights",Privileged activity requires authentication context and often administrative change evidence.,https://eur-lex.europa.eu/eli/dir/2022/2555/oj/eng,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Privileged Access Monitoring: Privileged activity requires authentication context and often administrative change evidence.,2026-06-11T15:26:33Z
NIS2,Directive (EU) 2022/2555,Art 21(2)(i) - HR Security Access Control and Asset Management,Art 21(2)(i),Privileged Access Monitoring,Change,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"privileged access, administrator, remote access, account activity, access rights",Privileged activity requires authentication context and often administrative change evidence.,https://eur-lex.europa.eu/eli/dir/2022/2555/oj/eng,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Privileged Access Monitoring: Privileged activity requires authentication context and often administrative change evidence.,2026-06-11T15:26:33Z
NIS2,Directive (EU) 2022/2555,Art 21(2)(j) - MFA and Secure Communications,Art 21(2)(j),Authentication Monitoring,Authentication,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"authentication, logon, login, credentials, MFA, session, access attempt",Access monitoring and authentication evidence aligns directly to Authentication events.,https://eur-lex.europa.eu/eli/dir/2022/2555/oj/eng,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Authentication Monitoring: Access monitoring and authentication evidence aligns directly to Authentication events.,2026-06-11T15:26:33Z
NIS2,Directive (EU) 2022/2555,Art 21(2)(j) - MFA and Secure Communications,Art 21(2)(j),Certificate and Crypto Monitoring,Certificates,Medium-High,High,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"certificate, cryptography, encryption, key management, TLS",Certificate and cryptographic lifecycle telemetry aligns to Certificates.,https://eur-lex.europa.eu/eli/dir/2022/2555/oj/eng,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Certificate and Crypto Monitoring: Certificate and cryptographic lifecycle telemetry aligns to Certificates.,2026-06-11T15:26:33Z
NIS2,Directive (EU) 2022/2555,Art 21(2)(j) - MFA and Secure Communications,Art 21(2)(j),Email Monitoring,Email,Medium-High,High,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"email, phishing, mail, messaging",Email security and communication monitoring aligns directly to Email telemetry.,https://eur-lex.europa.eu/eli/dir/2022/2555/oj/eng,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Email Monitoring: Email security and communication monitoring aligns directly to Email telemetry.,2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,DE.CM - Continuous Monitoring,DE.CM,Alerting and Detection,Alerts,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"alerts, detection, monitoring, intrusion, events, signatures","Detection and alerting outcomes align to Alerts, Intrusion_Detection and Event_Signatures.",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Alerting and Detection: Detection and alerting outcomes align to Alerts, Intrusion_Detection and Event_Signatures.",2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,DE.CM - Continuous Monitoring,DE.CM,Alerting and Detection,Event_Signatures,High,Medium,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"alerts, detection, monitoring, intrusion, events, signatures","Detection and alerting outcomes align to Alerts, Intrusion_Detection and Event_Signatures.",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Alerting and Detection: Detection and alerting outcomes align to Alerts, Intrusion_Detection and Event_Signatures.",2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,DE.CM - Continuous Monitoring,DE.CM,Alerting and Detection,Intrusion_Detection,High,Medium,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"alerts, detection, monitoring, intrusion, events, signatures","Detection and alerting outcomes align to Alerts, Intrusion_Detection and Event_Signatures.",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Alerting and Detection: Detection and alerting outcomes align to Alerts, Intrusion_Detection and Event_Signatures.",2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,DE.CM - Continuous Monitoring,DE.CM,Authentication Monitoring,Authentication,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"authentication, logon, login, credentials, MFA, session, access attempt",Access monitoring and authentication evidence aligns directly to Authentication events.,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Authentication Monitoring: Access monitoring and authentication evidence aligns directly to Authentication events.,2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,DE.CM - Continuous Monitoring,DE.CM,Endpoint Monitoring,Compute_Inventory,Medium-High,Medium,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"endpoint, system, host, device, process, workload, inventory","Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Endpoint Monitoring: Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,DE.CM - Continuous Monitoring,DE.CM,Endpoint Monitoring,Endpoint,Medium-High,High,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"endpoint, system, host, device, process, workload, inventory","Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Endpoint Monitoring: Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,DE.CM - Continuous Monitoring,DE.CM,Malware Monitoring,Endpoint,Medium-High,High,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"malware, malicious code, anti-malware, malicious activity",Malware detection and protection telemetry aligns to Malware with Endpoint as supporting context.,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Malware Monitoring: Malware detection and protection telemetry aligns to Malware with Endpoint as supporting context.,2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,DE.CM - Continuous Monitoring,DE.CM,Malware Monitoring,Malware,Medium-High,High,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"malware, malicious code, anti-malware, malicious activity",Malware detection and protection telemetry aligns to Malware with Endpoint as supporting context.,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Malware Monitoring: Malware detection and protection telemetry aligns to Malware with Endpoint as supporting context.,2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,DE.CM - Continuous Monitoring,DE.CM,Network Monitoring,Network_Resolution,High,Medium,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"network, traffic, connections, communications, DNS, segmentation, perimeter","Network communication and name-resolution monitoring aligns to network traffic, sessions and resolution datamodels.",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Network Monitoring: Network communication and name-resolution monitoring aligns to network traffic, sessions and resolution datamodels.",2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,DE.CM - Continuous Monitoring,DE.CM,Network Monitoring,Network_Sessions,High,Medium,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"network, traffic, connections, communications, DNS, segmentation, perimeter","Network communication and name-resolution monitoring aligns to network traffic, sessions and resolution datamodels.",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Network Monitoring: Network communication and name-resolution monitoring aligns to network traffic, sessions and resolution datamodels.",2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,DE.CM - Continuous Monitoring,DE.CM,Network Monitoring,Network_Traffic,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"network, traffic, connections, communications, DNS, segmentation, perimeter","Network communication and name-resolution monitoring aligns to network traffic, sessions and resolution datamodels.",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Network Monitoring: Network communication and name-resolution monitoring aligns to network traffic, sessions and resolution datamodels.",2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,GV - Govern,GV,Change Monitoring,Change,Medium-High,High,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"change, configuration, system changes, modification, integrity",Configuration and system modification evidence aligns to Change and Change_Analysis.,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Change Monitoring: Configuration and system modification evidence aligns to Change and Change_Analysis.,2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,GV - Govern,GV,Change Monitoring,Change_Analysis,Medium-High,Medium,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"change, configuration, system changes, modification, integrity",Configuration and system modification evidence aligns to Change and Change_Analysis.,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Change Monitoring: Configuration and system modification evidence aligns to Change and Change_Analysis.,2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,GV - Govern,GV,Incident and Case Management,Alerts,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"incident, response, case, escalation, ticket, reporting",Incident response and case-handling evidence aligns to Ticket_Management and Alerts.,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Incident and Case Management: Incident response and case-handling evidence aligns to Ticket_Management and Alerts.,2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,GV - Govern,GV,Incident and Case Management,Ticket_Management,High,High,High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for audit/investigation window; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 1,"incident, response, case, escalation, ticket, reporting",Incident response and case-handling evidence aligns to Ticket_Management and Alerts.,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,Incident and Case Management: Incident response and case-handling evidence aligns to Ticket_Management and Alerts.,2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,ID.AM - Asset Management,ID.AM,Application and Service Resilience,Application_State,Medium,Medium,Medium,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable where operational resilience evidence is required; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"availability, resilience, performance, service, application, database, processing integrity","Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Application and Service Resilience: Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,ID.AM - Asset Management,ID.AM,Application and Service Resilience,Databases,Medium,Medium,Medium,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable where operational resilience evidence is required; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"availability, resilience, performance, service, application, database, processing integrity","Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Application and Service Resilience: Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,ID.AM - Asset Management,ID.AM,Application and Service Resilience,Interprocess_Messaging,Medium,Medium,Medium,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable where operational resilience evidence is required; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"availability, resilience, performance, service, application, database, processing integrity","Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Application and Service Resilience: Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,ID.AM - Asset Management,ID.AM,Application and Service Resilience,JVM,Medium,Medium,Medium,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable where operational resilience evidence is required; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"availability, resilience, performance, service, application, database, processing integrity","Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Application and Service Resilience: Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,ID.AM - Asset Management,ID.AM,Application and Service Resilience,Performance,Medium,Medium,Medium,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable where operational resilience evidence is required; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"availability, resilience, performance, service, application, database, processing integrity","Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Application and Service Resilience: Operational resilience and service health controls align to application, performance, JVM, database and messaging telemetry.",2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,ID.AM - Asset Management,ID.AM,Endpoint Monitoring,Compute_Inventory,Medium-High,Medium,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"endpoint, system, host, device, process, workload, inventory","Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Endpoint Monitoring: Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",2026-06-11T15:26:33Z
NIST CSF 2.0,2.0,ID.AM - Asset Management,ID.AM,Endpoint Monitoring,Endpoint,Medium-High,High,Medium-High,"Retain raw events where required for investigation, audit evidence, breach analysis, or operational validation.",Keep searchable for security operations and evidence review; archive per policy thereafter,Do not filter governance-relevant fields before indexing; consider selective edge reduction only after validating required evidence.,Tier 2,"endpoint, system, host, device, process, workload, inventory","Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,"Framework control area classified to DIG governance capability, then capability mapped to discovered Splunk CIM datamodel.",DIG seed - review recommended,"Endpoint Monitoring: Host, endpoint and asset telemetry aligns to Endpoint and Compute_Inventory evidence.",2026-06-11T15:26:33Z
